"TripSetNo","TripSetPredNo","Date","Quarter","Year","Lat","Lon","SST","PredSpp","Length","Fullness","Argonautidae","Balistidae","BivalviaC","Bramidae","Carangidae","Clupeidae","Coryphaenidae","DecapodaO","Engraulidae","Exocoetidae","Galatheidae","GastropodaC","Gempylidae","Hemiramphidae","Hemisquillidae","Loliginidae","Myctophidae","Nomeidae","Octopodidae","Ommastrephidae","Ostraciidae","Penaeidae","Phosichthyidae","Portunidae","Scombridae","Squillidae","StomatopodaO","Tetraodontidae","Thysanoteuthidae"
613,613113,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",820,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,0
613,613114,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.72,0,0,0,0
613,613115,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",652,50,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,24.56,0,0,0,0,0,0
613,613116,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",660,70,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,613117,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",596,70,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,31.84,0,0,0,0,0,0
613,613118,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",755,50,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.57,0,0,0,0,0,0
613,613119,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",730,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,14.21,0,0,0,0,0,0
613,613120,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",651,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,0,0,0,0,0,0
613,613121,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",640,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
613,613122,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",710,50,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0
613,613123,"10/07/2003",4,2003,11.18,-119.18,28.33333,"Thunnus albacares",600,40,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33,0,0,0,0,0,0
614,614124,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",970,80,0,0,0,0,0,0,0,0,0,0.41,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614125,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",1020,15,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614126,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",1010,100,0,1.95,0,0,0,0,0,0,0,5.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614127,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",974,25,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614128,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",951,20,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614129,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",971,70,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614130,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",955,40,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614131,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",979,75,0,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614132,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",842,15,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,614133,"10/27/2003",4,2003,21.65,-110.68,26.77778,"Thunnus albacares",884,75,0,1.21,0,0,0,0,0,0,0,0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,715134,"4/09/2004",2,2004,7.48,-79.65,25,"Thunnus albacares",618,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
716,716135,"4/24/2004",2,2004,7.8,-79.27,25.7,"Thunnus albacares",956,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,1.4,0,0,0,0,0
716,716136,"4/24/2004",2,2004,7.8,-79.27,25.7,"Thunnus albacares",951,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
716,716137,"4/24/2004",2,2004,7.8,-79.27,25.7,"Thunnus albacares",963,75,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,2.1,0,0,0,0,0
716,716138,"4/24/2004",2,2004,7.8,-79.27,25.7,"Thunnus albacares",600,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0
716,716139,"4/24/2004",2,2004,7.8,-79.27,25.7,"Thunnus albacares",632,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0.5,0,0,0,0,0
716,716140,"4/24/2004",2,2004,7.8,-79.27,25.7,"Thunnus albacares",593,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.3,0,0,0,0,0
716,716141,"4/24/2004",2,2004,7.8,-79.27,25.7,"Thunnus albacares",574,25,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
716,716142,"4/24/2004",2,2004,7.8,-79.27,25.7,"Thunnus albacares",610,50,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,717143,"4/27/2004",2,2004,7.57,-78.67,26.6,"Thunnus albacares",632,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.9,0,0,0,0,0,0,0,0,0,0,0,0
717,717144,"4/27/2004",2,2004,7.57,-78.67,26.6,"Thunnus albacares",646,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.9,0,0,0,0,0,0,0,0,0,0,0,0
717,717145,"4/27/2004",2,2004,7.57,-78.67,26.6,"Thunnus albacares",666,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.6,0,0,0,0,0,0,0,0,0,0,0,0
717,717146,"4/27/2004",2,2004,7.57,-78.67,26.6,"Thunnus albacares",660,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0
717,717147,"4/27/2004",2,2004,7.57,-78.67,26.6,"Thunnus albacares",658,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1,0,0,0,0,0,0,0,0,0,0,0,0
717,717148,"4/27/2004",2,2004,7.57,-78.67,26.6,"Thunnus albacares",665,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.8,0,0,0,0,0,0,0,0,0,0,0,0
717,717149,"4/27/2004",2,2004,7.57,-78.67,26.6,"Thunnus albacares",630,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.7,0,0,0,0,0,0,0,0,0,0,0,0
717,717150,"4/27/2004",2,2004,7.57,-78.67,26.6,"Thunnus albacares",635,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.3,0,0,0,0,0,0,0,0,0,0,0,0
818,818151,"3/14/2004",1,2004,9.55,-103.22,27.94444,"Thunnus albacares",729,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0
818,818152,"3/14/2004",1,2004,9.55,-103.22,27.94444,"Thunnus albacares",792,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
818,818153,"3/14/2004",1,2004,9.55,-103.22,27.94444,"Thunnus albacares",632,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0
818,818154,"3/14/2004",1,2004,9.55,-103.22,27.94444,"Thunnus albacares",549,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0
818,818155,"3/14/2004",1,2004,9.55,-103.22,27.94444,"Thunnus albacares",539,20,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,818156,"3/14/2004",1,2004,9.55,-103.22,27.94444,"Thunnus albacares",480,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
819,819157,"3/15/2004",1,2004,13.4,-101.77,28.61111,"Thunnus albacares",689,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,819158,"3/15/2004",1,2004,13.4,-101.77,28.61111,"Thunnus albacares",736,80,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,819159,"3/15/2004",1,2004,13.4,-101.77,28.61111,"Thunnus albacares",651,50,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,819160,"3/15/2004",1,2004,13.4,-101.77,28.61111,"Thunnus albacares",516,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0
819,819161,"3/15/2004",1,2004,13.4,-101.77,28.61111,"Thunnus albacares",681,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13,0
819,819162,"3/15/2004",1,2004,13.4,-101.77,28.61111,"Thunnus albacares",557,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0
820,820163,"3/16/2004",1,2004,16.12,-101.53,28.38889,"Thunnus albacares",687,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0
820,820164,"3/16/2004",1,2004,16.12,-101.53,28.38889,"Thunnus albacares",736,30,0,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,820165,"3/16/2004",1,2004,16.12,-101.53,28.38889,"Thunnus albacares",482,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0
820,820166,"3/16/2004",1,2004,16.12,-101.53,28.38889,"Thunnus albacares",521,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0
821,821167,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",703,50,17.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821168,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",694,50,21.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821169,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",669,30,25.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821170,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",675,50,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,0,0,0,0,0,0
821,821171,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",721,70,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821172,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",669,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22,0,0,0,0,0,0,0,0,0
821,821173,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",532,40,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821174,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",499,15,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821175,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",534,5,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821176,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",729,50,18.84,0,0,0,0,0,0,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821177,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",772,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
821,821178,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",695,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.98,0,0,0,0,0,0,0,0,0
821,821179,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",819,70,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821180,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",744,25,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0
821,821181,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",691,40,14.98,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,922182,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",805,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.72,0,0,0,0,0,0,0,0
922,922183,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",660,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.69,0,0,0,0,0,0,0,0
922,922184,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",691,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.47,0,0,0,0,0,0,0,0
922,922185,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",743,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.3,0,0,0,0,0,0,0,0
922,922186,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",782,100,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,62.71,0,0,0,0,0,0,0,0
922,922187,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",651,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0
922,922188,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",719,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
922,922189,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,0,0,0,0,0,0,0,0
922,922190,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",1074,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.95,0,0,0,0,0,0,0,0
922,922191,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",651,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0
922,922192,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",797,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.46,0,0,0,0,0,0,0,0
922,922193,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",643,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.08,0,0,0,0,0,0,0,0
922,922194,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",609,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.46,0,0,0,0,0,0,0,0
1023,1023195,"6/17/2004",2,2004,5.35,-122.07,27.4,"Thunnus albacares",642,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.4,0,0,0,0
1124,1124196,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",801,5,0,0,0,0,0,0,0,0,0,3.68,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,1124197,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",786,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,1124198,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",691,5,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,1124199,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",669,50,0,0,0,0,0,0,0,0,0,13.75,0,0,0,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,1124200,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",777,10,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125201,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",488,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125202,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",653,50,0,0,0,0,0,0,0,0,0,0,8.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125203,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",536,100,0,0,0,0,0,0,0,0,0,0,37.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125204,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",609,30,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125205,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",526,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125206,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",628,80,0,0,0,0,0,0,0,0,0,0,23.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125207,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",526,60,0,0,0,0,0,0,0,0,0,0,23.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125208,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",492,1,0,0,0,0,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125209,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",778,1,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125210,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",462,90,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125211,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",486,80,0,0,0,0,0,0,0,0,0,0,13.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1126212,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",708,100,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1126213,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",600,100,0,0,0,0,0,0,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1126214,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",651,100,0,0,0,0,0,0,0,0,0,0,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1126215,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",548,100,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1126216,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",618,100,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1126217,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",653,50,0,0,0,0,0,0,0,0,0,0,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1126218,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",606,5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1126219,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",590,30,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,1227220,"7/14/2004",3,2004,7.17,-111.95,27.77778,"Thunnus albacares",546,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0
1328,1328221,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",590,70,0,0,0,0,0,0,0,0,0,0,28.65,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0
1328,1328222,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",510,5,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1328223,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",540,30,0,0,0,0,0,0,0,0,0,0,10.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1328224,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",500,30,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1328225,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",490,5,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1328226,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",520,40,0,0,0,0,0,0,0,0,0,0,21.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,1329227,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",1200,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0
